response,participantID,age,gender,language,amE,comments,expression,cc
0.42000000000000004,1,59,male,English,AmE,""":""""}",final NRRC,lost his key
0,1,59,male,English,AmE,""":""""}",AI MC,control
1,1,59,male,English,AmE,""":""""}",NAI MC,control
0.19999999999999996,1,59,male,English,AmE,""":""""}",medial NRRC,broke the plate
0.42000000000000004,1,59,male,English,AmE,""":""""}",be right,bought a new car
0.31999999999999995,1,59,male,English,AmE,""":""""}",confirm,saw the murder
0.43999999999999995,1,59,male,English,AmE,""":""""}",know,stole the money
0.29000000000000004,1,59,male,English,AmE,""":""""}",discover,ate the last cupcake
0.8,1,59,male,English,AmE,""":""""}",confess,cheated on his wife
0.4,66,64,female,English,AmE,""":""interesting study""}",medial NRRC,cheated on his wife
0.44999999999999996,66,64,female,English,AmE,""":""interesting study""}",final NRRC,lost his key
0,66,64,female,English,AmE,""":""interesting study""}",AI MC,control
0,66,64,female,English,AmE,""":""interesting study""}",confess,ate the last cupcake
1,66,64,female,English,AmE,""":""interesting study""}",NAI MC,control
0.08999999999999997,66,64,female,English,AmE,""":""interesting study""}",discover,saw the murder
0.43999999999999995,66,64,female,English,AmE,""":""interesting study""}",know,broke the plate
0.4,66,64,female,English,AmE,""":""interesting study""}",be right,bought a new car
0.08999999999999997,66,64,female,English,AmE,""":""interesting study""}",confirm,stole the money
0.6699999999999999,30,52,male,English,AmE,""":""""}",NAI MC,control
0.29000000000000004,30,52,male,English,AmE,""":""""}",know,broke the plate
0.38,30,52,male,English,AmE,""":""""}",confess,bought a new car
0.39,30,52,male,English,AmE,""":""""}",medial NRRC,ate the last cupcake
0.24,30,52,male,English,AmE,""":""""}",confirm,cheated on his wife
0.37,30,52,male,English,AmE,""":""""}",final NRRC,saw the murder
0.050000000000000044,30,52,male,English,AmE,""":""""}",AI MC,control
0.28,30,52,male,English,AmE,""":""""}",be right,stole the money
0.32999999999999996,30,52,male,English,AmE,""":""""}",discover,lost his key
0,35,32,male,English,AmE,""":""""}",confirm,bought a new car
0,35,32,male,English,AmE,""":""""}",final NRRC,broke the plate
0.31000000000000005,35,32,male,English,AmE,""":""""}",discover,ate the last cupcake
0.48,35,32,male,English,AmE,""":""""}",confess,saw the murder
0,35,32,male,English,AmE,""":""""}",AI MC,control
1,35,32,male,English,AmE,""":""""}",NAI MC,control
0.5800000000000001,35,32,male,English,AmE,""":""""}",medial NRRC,stole the money
0.62,35,32,male,English,AmE,""":""""}",be right,lost his key
0.77,35,32,male,English,AmE,""":""""}",know,cheated on his wife
0,32,32,male,English,AmE,""":""nice study""}",AI MC,control
1,32,32,male,English,AmE,""":""nice study""}",know,cheated on his wife
1,32,32,male,English,AmE,""":""nice study""}",NAI MC,control
1,32,32,male,English,AmE,""":""nice study""}",discover,broke the plate
0.32999999999999996,32,32,male,English,AmE,""":""nice study""}",confirm,stole the money
0.97,32,32,male,English,AmE,""":""nice study""}",be right,ate the last cupcake
0.78,32,32,male,English,AmE,""":""nice study""}",confess,lost his key
0,32,32,male,English,AmE,""":""nice study""}",medial NRRC,saw the murder
0.95,32,32,male,English,AmE,""":""nice study""}",final NRRC,bought a new car
0.85,2,36,female,English,AmE,""":""None""}",final NRRC,ate the last cupcake
0.30000000000000004,2,36,female,English,AmE,""":""None""}",medial NRRC,lost his key
0.010000000000000009,2,36,female,English,AmE,""":""None""}",confess,broke the plate
0.36,2,36,female,English,AmE,""":""None""}",know,cheated on his wife
0.17000000000000004,2,36,female,English,AmE,""":""None""}",discover,bought a new car
0.22999999999999998,2,36,female,English,AmE,""":""None""}",be right,saw the murder
0,2,36,female,English,AmE,""":""None""}",AI MC,control
0.08999999999999997,2,36,female,English,AmE,""":""None""}",confirm,stole the money
1,2,36,female,English,AmE,""":""None""}",NAI MC,control
0,19,67,male,English,AmE,""":""""}",AI MC,control
0.18000000000000005,19,67,male,English,AmE,""":""""}",know,saw the murder
1,19,67,male,English,AmE,""":""""}",NAI MC,control
0.18000000000000005,19,67,male,English,AmE,""":""""}",final NRRC,broke the plate
0.4,19,67,male,English,AmE,""":""""}",medial NRRC,lost his key
0.5800000000000001,19,67,male,English,AmE,""":""""}",be right,stole the money
0.040000000000000036,19,67,male,English,AmE,""":""""}",confirm,ate the last cupcake
0.12,19,67,male,English,AmE,""":""""}",confess,cheated on his wife
0.06000000000000005,19,67,male,English,AmE,""":""""}",discover,bought a new car
0.27,28,53,female,English,AmE,""":""I wasn't sure if these were verbal responses because some, although correct, wouldn't be said out loud in the way written""}",know,bought a new car
0.45999999999999996,28,53,female,English,AmE,""":""I wasn't sure if these were verbal responses because some, although correct, wouldn't be said out loud in the way written""}",be right,lost his key
0.25,28,53,female,English,AmE,""":""I wasn't sure if these were verbal responses because some, although correct, wouldn't be said out loud in the way written""}",final NRRC,cheated on his wife
0.06000000000000005,28,53,female,English,AmE,""":""I wasn't sure if these were verbal responses because some, although correct, wouldn't be said out loud in the way written""}",confirm,stole the money
0,28,53,female,English,AmE,""":""I wasn't sure if these were verbal responses because some, although correct, wouldn't be said out loud in the way written""}",AI MC,control
0.18000000000000005,28,53,female,English,AmE,""":""I wasn't sure if these were verbal responses because some, although correct, wouldn't be said out loud in the way written""}",discover,ate the last cupcake
0.25,28,53,female,English,AmE,""":""I wasn't sure if these were verbal responses because some, although correct, wouldn't be said out loud in the way written""}",medial NRRC,broke the plate
0.07999999999999996,28,53,female,English,AmE,""":""I wasn't sure if these were verbal responses because some, although correct, wouldn't be said out loud in the way written""}",confess,saw the murder
1,28,53,female,English,AmE,""":""I wasn't sure if these were verbal responses because some, although correct, wouldn't be said out loud in the way written""}",NAI MC,control
0.24,71,41,female,English,AmE,""":""""}",medial NRRC,stole the money
0.29000000000000004,71,41,female,English,AmE,""":""""}",know,bought a new car
0.64,71,41,female,English,AmE,""":""""}",confess,saw the murder
0.44999999999999996,71,41,female,English,AmE,""":""""}",final NRRC,cheated on his wife
0.07999999999999996,71,41,female,English,AmE,""":""""}",AI MC,control
0.22999999999999998,71,41,female,English,AmE,""":""""}",confirm,broke the plate
1,71,41,female,English,AmE,""":""""}",NAI MC,control
0.5800000000000001,71,41,female,English,AmE,""":""""}",be right,ate the last cupcake
0.47,71,41,female,English,AmE,""":""""}",discover,lost his key
0,44,32,female,English,AmE,""":""nice and simple""}",AI MC,control
0.020000000000000018,44,32,female,English,AmE,""":""nice and simple""}",final NRRC,saw the murder
1,44,32,female,English,AmE,""":""nice and simple""}",NAI MC,control
0,44,32,female,English,AmE,""":""nice and simple""}",know,bought a new car
0,44,32,female,English,AmE,""":""nice and simple""}",medial NRRC,stole the money
0,44,32,female,English,AmE,""":""nice and simple""}",confess,ate the last cupcake
0,44,32,female,English,AmE,""":""nice and simple""}",confirm,broke the plate
0,44,32,female,English,AmE,""":""nice and simple""}",discover,lost his key
0,44,32,female,English,AmE,""":""nice and simple""}",be right,cheated on his wife
0.43000000000000005,56,51,female,English,AmE,""":""Well, the study was interesting because most of the answers really did fit if but and then again, they didn't fit, interesting.""}",confirm,saw the murder
0.040000000000000036,56,51,female,English,AmE,""":""Well, the study was interesting because most of the answers really did fit if but and then again, they didn't fit, interesting.""}",discover,stole the money
0.98,56,51,female,English,AmE,""":""Well, the study was interesting because most of the answers really did fit if but and then again, they didn't fit, interesting.""}",NAI MC,control
0.38,56,51,female,English,AmE,""":""Well, the study was interesting because most of the answers really did fit if but and then again, they didn't fit, interesting.""}",medial NRRC,ate the last cupcake
0,56,51,female,English,AmE,""":""Well, the study was interesting because most of the answers really did fit if but and then again, they didn't fit, interesting.""}",AI MC,control
0.71,56,51,female,English,AmE,""":""Well, the study was interesting because most of the answers really did fit if but and then again, they didn't fit, interesting.""}",be right,lost his key
0.040000000000000036,56,51,female,English,AmE,""":""Well, the study was interesting because most of the answers really did fit if but and then again, they didn't fit, interesting.""}",final NRRC,bought a new car
0.33999999999999997,56,51,female,English,AmE,""":""Well, the study was interesting because most of the answers really did fit if but and then again, they didn't fit, interesting.""}",know,cheated on his wife
0.18000000000000005,56,51,female,English,AmE,""":""Well, the study was interesting because most of the answers really did fit if but and then again, they didn't fit, interesting.""}",confess,broke the plate
0.9299999999999999,8,37,male,English,AmE,""":""I reduced the level if the answer did provide a response to the question but added extraneous information.""}",be right,cheated on his wife
0.35,8,37,male,English,AmE,""":""I reduced the level if the answer did provide a response to the question but added extraneous information.""}",final NRRC,saw the murder
0.27,8,37,male,English,AmE,""":""I reduced the level if the answer did provide a response to the question but added extraneous information.""}",medial NRRC,lost his key
0.020000000000000018,8,37,male,English,AmE,""":""I reduced the level if the answer did provide a response to the question but added extraneous information.""}",discover,ate the last cupcake
0.19999999999999996,8,37,male,English,AmE,""":""I reduced the level if the answer did provide a response to the question but added extraneous information.""}",know,stole the money
0.15000000000000002,8,37,male,English,AmE,""":""I reduced the level if the answer did provide a response to the question but added extraneous information.""}",confess,bought a new car
0,8,37,male,English,AmE,""":""I reduced the level if the answer did provide a response to the question but added extraneous information.""}",AI MC,control
1,8,37,male,English,AmE,""":""I reduced the level if the answer did provide a response to the question but added extraneous information.""}",NAI MC,control
0.13,8,37,male,English,AmE,""":""I reduced the level if the answer did provide a response to the question but added extraneous information.""}",confirm,broke the plate
0,37,72,female,English,AmE,""":""""}",final NRRC,broke the plate
0,37,72,female,English,AmE,""":""""}",be right,bought a new car
0,37,72,female,English,AmE,""":""""}",know,stole the money
0,37,72,female,English,AmE,""":""""}",medial NRRC,ate the last cupcake
0,37,72,female,English,AmE,""":""""}",AI MC,control
0,37,72,female,English,AmE,""":""""}",discover,saw the murder
0,37,72,female,English,AmE,""":""""}",confess,lost his key
0,37,72,female,English,AmE,""":""""}",confirm,cheated on his wife
1,37,72,female,English,AmE,""":""""}",NAI MC,control
0,9,31,male,English,AmE,""":""""}",AI MC,control
0,9,31,male,English,AmE,""":""""}",confess,stole the money
0,9,31,male,English,AmE,""":""""}",discover,bought a new car
0,9,31,male,English,AmE,""":""""}",confirm,saw the murder
0.25,9,31,male,English,AmE,""":""""}",be right,lost his key
1,9,31,male,English,AmE,""":""""}",NAI MC,control
0.08999999999999997,9,31,male,English,AmE,""":""""}",final NRRC,cheated on his wife
0,9,31,male,English,AmE,""":""""}",medial NRRC,ate the last cupcake
0.4,9,31,male,English,AmE,""":""""}",know,broke the plate
0.22999999999999998,74,68,male,English,AmE,""":""""}",confirm,saw the murder
0,74,68,male,English,AmE,""":""""}",AI MC,control
0.040000000000000036,74,68,male,English,AmE,""":""""}",medial NRRC,stole the money
0.36,74,68,male,English,AmE,""":""""}",be right,ate the last cupcake
0.09999999999999998,74,68,male,English,AmE,""":""""}",know,cheated on his wife
0.06999999999999995,74,68,male,English,AmE,""":""""}",discover,broke the plate
0.050000000000000044,74,68,male,English,AmE,""":""""}",confess,lost his key
0.040000000000000036,74,68,male,English,AmE,""":""""}",final NRRC,bought a new car
1,74,68,male,English,AmE,""":""""}",NAI MC,control
0.71,23,38,male,English,AmE,""":""""}",medial NRRC,stole the money
0.47,23,38,male,English,AmE,""":""""}",confirm,broke the plate
0.38,23,38,male,English,AmE,""":""""}",discover,cheated on his wife
0.41000000000000003,23,38,male,English,AmE,""":""""}",know,lost his key
1,23,38,male,English,AmE,""":""""}",NAI MC,control
0.47,23,38,male,English,AmE,""":""""}",confess,ate the last cupcake
0,23,38,male,English,AmE,""":""""}",AI MC,control
0.45999999999999996,23,38,male,English,AmE,""":""""}",be right,bought a new car
0.6599999999999999,23,38,male,English,AmE,""":""""}",final NRRC,saw the murder
0.06000000000000005,12,38,male,English,AmE,""":""""}",confirm,ate the last cupcake
0.06000000000000005,12,38,male,English,AmE,""":""""}",discover,broke the plate
0.13,12,38,male,English,AmE,""":""""}",final NRRC,saw the murder
0,12,38,male,English,AmE,""":""""}",AI MC,control
0.12,12,38,male,English,AmE,""":""""}",medial NRRC,cheated on his wife
0.41000000000000003,12,38,male,English,AmE,""":""""}",be right,lost his key
0.28,12,38,male,English,AmE,""":""""}",know,stole the money
0.24,12,38,male,English,AmE,""":""""}",confess,bought a new car
0.89,12,38,male,English,AmE,""":""""}",NAI MC,control
0.17000000000000004,46,58,male,English,AmE,""":""N/A""}",confirm,saw the murder
0.73,46,58,male,English,AmE,""":""N/A""}",be right,lost his key
0.15000000000000002,46,58,male,English,AmE,""":""N/A""}",AI MC,control
0.72,46,58,male,English,AmE,""":""N/A""}",know,ate the last cupcake
0,46,58,male,English,AmE,""":""N/A""}",medial NRRC,stole the money
0.8,46,58,male,English,AmE,""":""N/A""}",NAI MC,control
0.75,46,58,male,English,AmE,""":""N/A""}",discover,cheated on his wife
0.78,46,58,male,English,AmE,""":""N/A""}",final NRRC,broke the plate
0.79,46,58,male,English,AmE,""":""N/A""}",confess,bought a new car
0.45999999999999996,64,39,female,English,AmE,""":""""}",medial NRRC,lost his key
0.17000000000000004,64,39,female,English,AmE,""":""""}",discover,stole the money
0.44999999999999996,64,39,female,English,AmE,""":""""}",know,saw the murder
0.22999999999999998,64,39,female,English,AmE,""":""""}",confirm,broke the plate
0,64,39,female,English,AmE,""":""""}",AI MC,control
0.43999999999999995,64,39,female,English,AmE,""":""""}",be right,ate the last cupcake
0.25,64,39,female,English,AmE,""":""""}",final NRRC,cheated on his wife
0.98,64,39,female,English,AmE,""":""""}",NAI MC,control
0.43999999999999995,64,39,female,English,AmE,""":""""}",confess,bought a new car
0,42,28,female,English,AmE,""":""""}",AI MC,control
0.18000000000000005,42,28,female,English,AmE,""":""""}",discover,ate the last cupcake
0,42,28,female,English,AmE,""":""""}",confirm,cheated on his wife
0.050000000000000044,42,28,female,English,AmE,""":""""}",final NRRC,lost his key
0.12,42,28,female,English,AmE,""":""""}",know,stole the money
0.30000000000000004,42,28,female,English,AmE,""":""""}",be right,broke the plate
0.6,42,28,female,English,AmE,""":""""}",medial NRRC,bought a new car
1,42,28,female,English,AmE,""":""""}",NAI MC,control
0.32999999999999996,42,28,female,English,AmE,""":""""}",confess,saw the murder
0,77,33,male,English,AmE,""":""""}",final NRRC,saw the murder
1,77,33,male,English,AmE,""":""""}",NAI MC,control
0,77,33,male,English,AmE,""":""""}",discover,bought a new car
0.21999999999999997,77,33,male,English,AmE,""":""""}",confess,stole the money
0.26,77,33,male,English,AmE,""":""""}",know,cheated on his wife
0.07999999999999996,77,33,male,English,AmE,""":""""}",confirm,ate the last cupcake
0.12,77,33,male,English,AmE,""":""""}",AI MC,control
0.14,77,33,male,English,AmE,""":""""}",medial NRRC,broke the plate
0.17000000000000004,77,33,male,English,AmE,""":""""}",be right,lost his key
1,36,47,female,English,AmE,""":""""}",NAI MC,control
0.24,36,47,female,English,AmE,""":""""}",final NRRC,cheated on his wife
0.07999999999999996,36,47,female,English,AmE,""":""""}",confirm,stole the money
0.040000000000000036,36,47,female,English,AmE,""":""""}",AI MC,control
0.010000000000000009,36,47,female,English,AmE,""":""""}",discover,broke the plate
0.62,36,47,female,English,AmE,""":""""}",confess,ate the last cupcake
0.5900000000000001,36,47,female,English,AmE,""":""""}",know,lost his key
0.29000000000000004,36,47,female,English,AmE,""":""""}",medial NRRC,saw the murder
0.61,36,47,female,English,AmE,""":""""}",be right,bought a new car
0,80,63,female,English,AmE,""":""""}",AI MC,control
1,80,63,female,English,AmE,""":""""}",NAI MC,control
0.24,80,63,female,English,AmE,""":""""}",confirm,lost his key
0.73,80,63,female,English,AmE,""":""""}",final NRRC,ate the last cupcake
0,80,63,female,English,AmE,""":""""}",discover,stole the money
0.76,80,63,female,English,AmE,""":""""}",be right,bought a new car
0.32999999999999996,80,63,female,English,AmE,""":""""}",know,cheated on his wife
0.27,80,63,female,English,AmE,""":""""}",medial NRRC,broke the plate
0.31000000000000005,80,63,female,English,AmE,""":""""}",confess,saw the murder
1,55,29,female,English,AmE,""":""""}",discover,ate the last cupcake
1,55,29,female,English,AmE,""":""""}",know,stole the money
1,55,29,female,English,AmE,""":""""}",be right,broke the plate
0.39,55,29,female,English,AmE,""":""""}",confess,saw the murder
0.69,55,29,female,English,AmE,""":""""}",final NRRC,lost his key
0.43000000000000005,55,29,female,English,AmE,""":""""}",confirm,bought a new car
0.94,55,29,female,English,AmE,""":""""}",medial NRRC,cheated on his wife
1,55,29,female,English,AmE,""":""""}",NAI MC,control
0,55,29,female,English,AmE,""":""""}",AI MC,control
0.29000000000000004,62,18,female,English,AmE,""":""""}",know,lost his key
0,62,18,female,English,AmE,""":""""}",AI MC,control
0.81,62,18,female,English,AmE,""":""""}",NAI MC,control
0.33999999999999997,62,18,female,English,AmE,""":""""}",discover,broke the plate
0.38,62,18,female,English,AmE,""":""""}",confess,saw the murder
0.31000000000000005,62,18,female,English,AmE,""":""""}",confirm,ate the last cupcake
0.8,62,18,female,English,AmE,""":""""}",final NRRC,bought a new car
0.36,62,18,female,English,AmE,""":""""}",medial NRRC,cheated on his wife
0.37,62,18,female,English,AmE,""":""""}",be right,stole the money
0.77,58,41,male,English,AmE,""":""""}",be right,saw the murder
0.25,58,41,male,English,AmE,""":""""}",know,broke the plate
0.72,58,41,male,English,AmE,""":""""}",confirm,lost his key
0.9299999999999999,58,41,male,English,AmE,""":""""}",NAI MC,control
0,58,41,male,English,AmE,""":""""}",AI MC,control
0.6599999999999999,58,41,male,English,AmE,""":""""}",discover,ate the last cupcake
0,58,41,male,English,AmE,""":""""}",confess,stole the money
0.84,58,41,male,English,AmE,""":""""}",medial NRRC,bought a new car
0.36,58,41,male,English,AmE,""":""""}",final NRRC,cheated on his wife
0.30000000000000004,53,34,female,English,AmE,""":""""}",be right,lost his key
0,53,34,female,English,AmE,""":""""}",confirm,stole the money
0.41000000000000003,53,34,female,English,AmE,""":""""}",medial NRRC,cheated on his wife
0,53,34,female,English,AmE,""":""""}",know,ate the last cupcake
0,53,34,female,English,AmE,""":""""}",discover,bought a new car
0.48,53,34,female,English,AmE,""":""""}",final NRRC,saw the murder
0,53,34,female,English,AmE,""":""""}",confess,broke the plate
0,53,34,female,English,AmE,""":""""}",AI MC,control
1,53,34,female,English,AmE,""":""""}",NAI MC,control
0.5700000000000001,68,64,preferNoToSay,English,AmE,""":""""}",be right,bought a new car
0.74,68,64,preferNoToSay,English,AmE,""":""""}",final NRRC,cheated on his wife
1,68,64,preferNoToSay,English,AmE,""":""""}",NAI MC,control
0,68,64,preferNoToSay,English,AmE,""":""""}",AI MC,control
0.49,68,64,preferNoToSay,English,AmE,""":""""}",discover,broke the plate
0.6,68,64,preferNoToSay,English,AmE,""":""""}",confirm,stole the money
0.73,68,64,preferNoToSay,English,AmE,""":""""}",medial NRRC,saw the murder
0.54,68,64,preferNoToSay,English,AmE,""":""""}",confess,ate the last cupcake
0.43999999999999995,68,64,preferNoToSay,English,AmE,""":""""}",know,lost his key
0.30000000000000004,11,43,male,English,AmE,""":""""}",final NRRC,ate the last cupcake
0.49,11,43,male,English,AmE,""":""""}",confess,cheated on his wife
0.13,11,43,male,English,AmE,""":""""}",AI MC,control
0.6,11,43,male,English,AmE,""":""""}",know,lost his key
0.43999999999999995,11,43,male,English,AmE,""":""""}",discover,broke the plate
0.24,11,43,male,English,AmE,""":""""}",medial NRRC,stole the money
0.92,11,43,male,English,AmE,""":""""}",NAI MC,control
0.63,11,43,male,English,AmE,""":""""}",be right,bought a new car
0.9,11,43,male,English,AmE,""":""""}",confirm,saw the murder
0.09999999999999998,73,42,female,English,AmE,".""}",final NRRC,stole the money
0.13,73,42,female,English,AmE,".""}",medial NRRC,bought a new car
0.020000000000000018,73,42,female,English,AmE,".""}",confess,saw the murder
1,73,42,female,English,AmE,".""}",NAI MC,control
0.26,73,42,female,English,AmE,".""}",be right,broke the plate
0,73,42,female,English,AmE,".""}",know,cheated on his wife
0,73,42,female,English,AmE,".""}",AI MC,control
0.050000000000000044,73,42,female,English,AmE,".""}",discover,lost his key
0,73,42,female,English,AmE,".""}",confirm,ate the last cupcake
0.4,7,33,female,English,AmE,""":""""}",be right,cheated on his wife
0.4,7,33,female,English,AmE,""":""""}",final NRRC,bought a new car
0.41000000000000003,7,33,female,English,AmE,""":""""}",discover,lost his key
0.38,7,33,female,English,AmE,""":""""}",confirm,ate the last cupcake
0.35,7,33,female,English,AmE,""":""""}",confess,stole the money
0.14,7,33,female,English,AmE,""":""""}",AI MC,control
0.94,7,33,female,English,AmE,""":""""}",NAI MC,control
0.36,7,33,female,English,AmE,""":""""}",know,broke the plate
0.37,7,33,female,English,AmE,""":""""}",medial NRRC,saw the murder
0.5900000000000001,69,44,female,English,AmE,""":""""}",confess,cheated on his wife
0.5,69,44,female,English,AmE,""":""""}",discover,ate the last cupcake
0,69,44,female,English,AmE,""":""""}",AI MC,control
0.51,69,44,female,English,AmE,""":""""}",know,stole the money
0.85,69,44,female,English,AmE,""":""""}",NAI MC,control
0.5800000000000001,69,44,female,English,AmE,""":""""}",medial NRRC,bought a new car
0.5,69,44,female,English,AmE,""":""""}",confirm,broke the plate
0.74,69,44,female,English,AmE,""":""""}",be right,saw the murder
0.6799999999999999,69,44,female,English,AmE,""":""""}",final NRRC,lost his key
1,51,61,female,English,AmE,""":""Some are a little confusing but it was kind of a fun study.""}",be right,saw the murder
0.06999999999999995,51,61,female,English,AmE,""":""Some are a little confusing but it was kind of a fun study.""}",confess,lost his key
0.020000000000000018,51,61,female,English,AmE,""":""Some are a little confusing but it was kind of a fun study.""}",medial NRRC,cheated on his wife
1,51,61,female,English,AmE,""":""Some are a little confusing but it was kind of a fun study.""}",know,bought a new car
1,51,61,female,English,AmE,""":""Some are a little confusing but it was kind of a fun study.""}",NAI MC,control
1,51,61,female,English,AmE,""":""Some are a little confusing but it was kind of a fun study.""}",discover,stole the money
0,51,61,female,English,AmE,""":""Some are a little confusing but it was kind of a fun study.""}",AI MC,control
0,51,61,female,English,AmE,""":""Some are a little confusing but it was kind of a fun study.""}",confirm,ate the last cupcake
0,51,61,female,English,AmE,""":""Some are a little confusing but it was kind of a fun study.""}",final NRRC,broke the plate
0.94,27,40,female,English,AmE,""":""""}",be right,bought a new car
0.28,27,40,female,English,AmE,""":""""}",discover,broke the plate
0,27,40,female,English,AmE,""":""""}",AI MC,control
0.31999999999999995,27,40,female,English,AmE,""":""""}",final NRRC,lost his key
0.24,27,40,female,English,AmE,""":""""}",know,stole the money
0.25,27,40,female,English,AmE,""":""""}",confess,ate the last cupcake
0.30000000000000004,27,40,female,English,AmE,""":""""}",confirm,cheated on his wife
0.39,27,40,female,English,AmE,""":""""}",medial NRRC,saw the murder
1,27,40,female,English,AmE,""":""""}",NAI MC,control
0.41000000000000003,63,43,male,English,AmE,""":""""}",be right,saw the murder
0.43999999999999995,63,43,male,English,AmE,""":""""}",final NRRC,lost his key
1,63,43,male,English,AmE,""":""""}",NAI MC,control
0.29000000000000004,63,43,male,English,AmE,""":""""}",confess,stole the money
0,63,43,male,English,AmE,""":""""}",confirm,cheated on his wife
0.43000000000000005,63,43,male,English,AmE,""":""""}",medial NRRC,bought a new car
0.28,63,43,male,English,AmE,""":""""}",know,ate the last cupcake
0,63,43,male,English,AmE,""":""""}",discover,broke the plate
0,63,43,male,English,AmE,""":""""}",AI MC,control
0.14,16,42,female,English,AmE,""":""""}",know,cheated on his wife
0.17000000000000004,16,42,female,English,AmE,""":""""}",confess,ate the last cupcake
0,16,42,female,English,AmE,""":""""}",AI MC,control
0.45999999999999996,16,42,female,English,AmE,""":""""}",final NRRC,bought a new car
0.15000000000000002,16,42,female,English,AmE,""":""""}",discover,lost his key
0.22999999999999998,16,42,female,English,AmE,""":""""}",be right,saw the murder
0.12,16,42,female,English,AmE,""":""""}",confirm,stole the money
0.44999999999999996,16,42,female,English,AmE,""":""""}",medial NRRC,broke the plate
0.85,16,42,female,English,AmE,""":""""}",NAI MC,control
0,65,50,male,English,AmE,""":""""}",AI MC,control
0.49,65,50,male,English,AmE,""":""""}",confess,bought a new car
0.48,65,50,male,English,AmE,""":""""}",be right,ate the last cupcake
0.99,65,50,male,English,AmE,""":""""}",discover,saw the murder
0,65,50,male,English,AmE,""":""""}",medial NRRC,broke the plate
0.49,65,50,male,English,AmE,""":""""}",confirm,cheated on his wife
1,65,50,male,English,AmE,""":""""}",NAI MC,control
0.5,65,50,male,English,AmE,""":""""}",know,stole the money
0,65,50,male,English,AmE,""":""""}",final NRRC,lost his key
0.75,59,39,male,English,AmE,""":""""}",final NRRC,ate the last cupcake
0.29000000000000004,59,39,male,English,AmE,""":""""}",medial NRRC,broke the plate
0,59,39,male,English,AmE,""":""""}",AI MC,control
1,59,39,male,English,AmE,""":""""}",NAI MC,control
0.94,59,39,male,English,AmE,""":""""}",be right,lost his key
1,59,39,male,English,AmE,""":""""}",discover,saw the murder
0.75,59,39,male,English,AmE,""":""""}",know,stole the money
0.29000000000000004,59,39,male,English,AmE,""":""""}",confirm,bought a new car
0.41000000000000003,59,39,male,English,AmE,""":""""}",confess,cheated on his wife
0.83,60,63,female,English,AmE,""":""none""}",discover,lost his key
0.91,60,63,female,English,AmE,""":""none""}",be right,ate the last cupcake
0.13,60,63,female,English,AmE,""":""none""}",confess,stole the money
0.61,60,63,female,English,AmE,""":""none""}",know,bought a new car
0.91,60,63,female,English,AmE,""":""none""}",final NRRC,saw the murder
1,60,63,female,English,AmE,""":""none""}",NAI MC,control
0.43000000000000005,60,63,female,English,AmE,""":""none""}",confirm,broke the plate
0.43000000000000005,60,63,female,English,AmE,""":""none""}",medial NRRC,cheated on his wife
0,60,63,female,English,AmE,""":""none""}",AI MC,control
