contrast,.value,.lower,.upper,.width,.point,.interval,first,second
admit - say,0.9765336997937691,0.7677460333769789,1.1797875619457607,0.95,mean,hdi,admit, say
admit - see,-0.3690777553799872,-0.5737489390324029,-0.16810908205427474,0.95,mean,hdi,admit, see
admit - suggest,0.6245153438301986,0.42228397271866724,0.8184964722465138,0.95,mean,hdi,admit, suggest
admit - think,-0.0064489344183935645,-0.2126675874493468,0.2029410216685053,0.95,mean,hdi,admit, think
announce - be_annoyed,-1.5400943595076184,-1.7787698028572059,-1.3227926754443997,0.95,mean,hdi,announce, be_annoyed
announce - confess,-0.05196444956825116,-0.2472044180456135,0.14711743711875602,0.95,mean,hdi,announce, confess
announce - confirm,0.8740203560371462,0.672168928118528,1.0784019664744595,0.95,mean,hdi,announce, confirm
announce - demonstrate,0.2366966633537303,0.04400408621466409,0.4335853019336583,0.95,mean,hdi,announce, demonstrate
announce - discover,-0.5733912066504812,-0.7921918503255766,-0.37550334589662737,0.95,mean,hdi,announce, discover
announce - establish,0.7962568567002423,0.5776104257074018,0.98207813191247,0.95,mean,hdi,announce, establish
announce - hear,-0.6708316392842231,-0.8812427410923745,-0.45563004028038034,0.95,mean,hdi,announce, hear
announce - inform,-0.8009733411664569,-1.0082185163011688,-0.5844177445635054,0.95,mean,hdi,announce, inform
announce - know,-0.9441504591167008,-1.1433020404180254,-0.7204109077107054,0.95,mean,hdi,announce, know
announce - pretend,-0.48568708210096084,-0.702788346358579,-0.2877182477489414,0.95,mean,hdi,announce, pretend
announce - prove,0.5138532273276128,0.3131427154973446,0.713034142242917,0.95,mean,hdi,announce, prove
announce - reveal,-0.05116606316313275,-0.25604353693753235,0.1600588213192801,0.95,mean,hdi,announce, reveal
announce - say,0.864002304222761,0.6543140895221248,1.0603068320281737,0.95,mean,hdi,announce, say
announce - see,-0.48160915095099527,-0.6949690236369804,-0.28153396239452544,0.95,mean,hdi,announce, see
announce - suggest,0.5119839482591905,0.30254648976309917,0.7106177192757303,0.95,mean,hdi,announce, suggest
announce - think,-0.11898032998940158,-0.32408288539230273,0.08337959239458698,0.95,mean,hdi,announce, think
be_annoyed - confess,1.4881299099393672,1.2626814839196492,1.7169372738959594,0.95,mean,hdi,be_annoyed, confess
be_annoyed - confirm,2.414114715544765,2.188886418352816,2.64611630044094,0.95,mean,hdi,be_annoyed, confirm
be_annoyed - demonstrate,1.7767910228613486,1.5648956588018244,2.0116076634511497,0.95,mean,hdi,be_annoyed, demonstrate
be_annoyed - discover,0.9667031528571373,0.7382306175704926,1.19227931877817,0.95,mean,hdi,be_annoyed, discover
be_annoyed - establish,2.3363512162078606,2.1042163343795317,2.563014513530773,0.95,mean,hdi,be_annoyed, establish
be_annoyed - hear,0.8692627202233953,0.6338930415932519,1.1006510215028154,0.95,mean,hdi,be_annoyed, hear
be_annoyed - inform,0.7391210183411615,0.5152576010967127,0.9852254870455601,0.95,mean,hdi,be_annoyed, inform
be_annoyed - know,0.5959439003909176,0.36292128080873437,0.8206165319585139,0.95,mean,hdi,be_annoyed, know
be_annoyed - pretend,1.0544072774066575,0.8175466642524708,1.2670942070546205,0.95,mean,hdi,be_annoyed, pretend
be_annoyed - prove,2.0539475868352315,1.8249602978129453,2.2827193283198173,0.95,mean,hdi,be_annoyed, prove
be_annoyed - reveal,1.4889282963444856,1.257633477603518,1.7168429588790435,0.95,mean,hdi,be_annoyed, reveal
be_annoyed - say,2.4040966637303796,2.167451839990413,2.623690007591644,0.95,mean,hdi,be_annoyed, say
be_annoyed - see,1.0584852085566232,0.8315581996715808,1.2921871679606256,0.95,mean,hdi,be_annoyed, see
be_annoyed - suggest,2.0520783077668088,1.826144336402872,2.285316776984563,0.95,mean,hdi,be_annoyed, suggest
be_annoyed - think,1.4211140295182167,1.1908604437271466,1.6463007424899363,0.95,mean,hdi,be_annoyed, think
be_right - acknowledge,-1.8712264698643284,-2.101048968236439,-1.62678715669076,0.95,mean,hdi,be_right, acknowledge
be_right - admit,-1.7829853847363928,-2.019072853118267,-1.5511934538413783,0.95,mean,hdi,be_right, admit
be_right - announce,-1.6704539891653847,-1.9064529122017373,-1.4449778812468665,0.95,mean,hdi,be_right, announce
be_right - be_annoyed,-3.210548348673003,-3.4679987835400663,-2.9457383461795916,0.95,mean,hdi,be_right, be_annoyed
be_right - confess,-1.7224184387336359,-1.9542778460942587,-1.4934623021859044,0.95,mean,hdi,be_right, confess
be_right - confirm,-0.7964336331282384,-1.0262822312531867,-0.5668576827351408,0.95,mean,hdi,be_right, confirm
be_right - demonstrate,-1.4337573258116545,-1.6579650025757593,-1.2041098402139876,0.95,mean,hdi,be_right, demonstrate
be_right - discover,-2.243845195815866,-2.486912087536202,-2.0068160235868477,0.95,mean,hdi,be_right, discover
be_right - establish,-0.8741971324651424,-1.1134145376966347,-0.6487441529618678,0.95,mean,hdi,be_right, establish
be_right - hear,-2.3412856284496075,-2.584832786178245,-2.1002722912723266,0.95,mean,hdi,be_right, hear
be_right - inform,-2.4714273303318417,-2.717574694609843,-2.229963883453382,0.95,mean,hdi,be_right, inform
be_right - know,-2.6146044482820856,-2.863599492954267,-2.3757819783149343,0.95,mean,hdi,be_right, know
be_right - pretend,-2.1561410712663456,-2.388258720336689,-1.915781408618525,0.95,mean,hdi,be_right, pretend
be_right - prove,-1.1566007618377718,-1.37940572991321,-0.9259310844298264,0.95,mean,hdi,be_right, prove
be_right - reveal,-1.7216200523285174,-1.9549438756005115,-1.483436237700227,0.95,mean,hdi,be_right, reveal
be_right - say,-0.8064516849426236,-1.0316491372595402,-0.5818974695499153,0.95,mean,hdi,be_right, say
be_right - see,-2.15206314011638,-2.386252139681622,-1.9063059020479733,0.95,mean,hdi,be_right, see
be_right - suggest,-1.158470040906194,-1.3849355434121249,-0.9251429867930993,0.95,mean,hdi,be_right, suggest
be_right - think,-1.7894343191547863,-2.029393172605264,-1.559727056833216,0.95,mean,hdi,be_right, think
confess - confirm,0.9259848056053974,0.7377269026446014,1.1261913920314617,0.95,mean,hdi,confess, confirm
confess - demonstrate,0.28866111292198143,0.10051490389148122,0.49150875277322764,0.95,mean,hdi,confess, demonstrate
confess - discover,-0.5214267570822301,-0.7308596571772218,-0.3279421016044138,0.95,mean,hdi,confess, discover
confess - establish,0.8482213062684935,0.6507405801799554,1.0438956110329136,0.95,mean,hdi,confess, establish
confess - hear,-0.6188671897159719,-0.8181010444261114,-0.399897653688738,0.95,mean,hdi,confess, hear
confess - inform,-0.7490088915982058,-0.9569013952758734,-0.5303614586294354,0.95,mean,hdi,confess, inform
confess - know,-0.8921860095484496,-1.1041186237781606,-0.6747447728354158,0.95,mean,hdi,confess, know
confess - pretend,-0.4337226325327097,-0.640600864707896,-0.22551124563099537,0.95,mean,hdi,confess, pretend
confess - prove,0.565817676895864,0.36464068515895837,0.763898360545179,0.95,mean,hdi,confess, prove
confess - reveal,7.983864051184301e-4,-0.20669541603013733,0.19782086125475196,0.95,mean,hdi,confess, reveal
confess - say,0.9159667537910122,0.7063535747835853,1.1149986702473544,0.95,mean,hdi,confess, say
confess - see,-0.42964470138274413,-0.6337252937684527,-0.21546620023147087,0.95,mean,hdi,confess, see
confess - suggest,0.5639483978274417,0.37404318477717075,0.7722660197060098,0.95,mean,hdi,confess, suggest
confess - think,-0.06701588042115043,-0.269207627502821,0.13941538725941602,0.95,mean,hdi,confess, think
confirm - demonstrate,-0.637323692683416,-0.8353004305304546,-0.4386318264381387,0.95,mean,hdi,confirm, demonstrate
confirm - discover,-1.4474115626876274,-1.6469721716590588,-1.2276450505328438,0.95,mean,hdi,confirm, discover
confirm - establish,-0.07776349933690398,-0.2757186860948192,0.11676685098480805,0.95,mean,hdi,confirm, establish
confirm - hear,-1.5448519953213693,-1.762145467423258,-1.329470656786743,0.95,mean,hdi,confirm, hear
confirm - inform,-1.6749936972036032,-1.8894969472714587,-1.46125175028627,0.95,mean,hdi,confirm, inform
confirm - know,-1.8181708151538472,-2.0298197208764788,-1.597646259897833,0.95,mean,hdi,confirm, know
confirm - pretend,-1.3597074381381071,-1.5754634212444159,-1.1537360498085967,0.95,mean,hdi,confirm, pretend
confirm - prove,-0.3601671287095334,-0.5635880499741214,-0.16682548751189583,0.95,mean,hdi,confirm, prove
confirm - reveal,-0.925186419200279,-1.1318235399505738,-0.7168228165190411,0.95,mean,hdi,confirm, reveal
confirm - say,-0.010018051814385238,-0.21086722423657941,0.19283640360262289,0.95,mean,hdi,confirm, say
confirm - see,-1.3556295069881414,-1.5678342628552433,-1.1428204289952704,0.95,mean,hdi,confirm, see
confirm - suggest,-0.36203640777795576,-0.5681452167333046,-0.16143378133028655,0.95,mean,hdi,confirm, suggest
confirm - think,-0.9930006860265479,-1.2044253595874213,-0.79986737442865,0.95,mean,hdi,confirm, think
demonstrate - discover,-0.8100878700042115,-1.0114836317439337,-0.6086242547530081,0.95,mean,hdi,demonstrate, discover
demonstrate - establish,0.5595601933465121,0.3648276704158127,0.752172685319824,0.95,mean,hdi,demonstrate, establish
demonstrate - hear,-0.9075283026379533,-1.1050940432549552,-0.6900829522265494,0.95,mean,hdi,demonstrate, hear
demonstrate - inform,-1.0376700045201872,-1.2433599148708578,-0.8342577299999978,0.95,mean,hdi,demonstrate, inform
demonstrate - know,-1.180847122470431,-1.3851095960549893,-0.9765832515826113,0.95,mean,hdi,demonstrate, know
demonstrate - pretend,-0.7223837454546911,-0.923005492666456,-0.5190850563191923,0.95,mean,hdi,demonstrate, pretend
demonstrate - prove,0.2771565639738826,0.08283161275397574,0.4687915836784141,0.95,mean,hdi,demonstrate, prove
demonstrate - reveal,-0.287862726516863,-0.4797214057451529,-0.07676802699262102,0.95,mean,hdi,demonstrate, reveal
demonstrate - say,0.6273056408690307,0.43115454881504395,0.8274200877058118,0.95,mean,hdi,demonstrate, say
demonstrate - see,-0.7183058143047255,-0.919047363147197,-0.5126901739950351,0.95,mean,hdi,demonstrate, see
demonstrate - suggest,0.2752872849054603,0.07817645218694974,0.4652278913944902,0.95,mean,hdi,demonstrate, suggest
demonstrate - think,-0.35567699334313185,-0.5592810834275027,-0.15841981922734968,0.95,mean,hdi,demonstrate, think
discover - establish,1.3696480633507235,1.1541059939703202,1.5717288863211238,0.95,mean,hdi,discover, establish
discover - hear,-0.0974404326337418,-0.3172353139431742,0.10649593818865569,0.95,mean,hdi,discover, hear
discover - inform,-0.22758213451597586,-0.4422039794391069,-0.016503511217251896,0.95,mean,hdi,discover, inform
discover - know,-0.3707592524662196,-0.574499548904735,-0.1499585894974378,0.95,mean,hdi,discover, know
discover - pretend,0.08770412454952038,-0.12934857276752496,0.3004475721231827,0.95,mean,hdi,discover, pretend
discover - prove,1.087244433978094,0.8715978320386113,1.2875631607575062,0.95,mean,hdi,discover, prove
discover - reveal,0.5222251434873485,0.3104209160244586,0.7292558424051436,0.95,mean,hdi,discover, reveal
discover - say,1.4373935108732423,1.2401797010102882,1.6541524195133408,0.95,mean,hdi,discover, say
discover - see,0.09178205569948593,-0.11703716369673516,0.3061865511843581,0.95,mean,hdi,discover, see
discover - suggest,1.0853751549096717,0.8783593926727161,1.2972471275411492,0.95,mean,hdi,discover, suggest
discover - think,0.4544108766610796,0.24565017606761386,0.6592921757662655,0.95,mean,hdi,discover, think
establish - hear,-1.4670884959844654,-1.6768638407395131,-1.2510458201309995,0.95,mean,hdi,establish, hear
establish - inform,-1.5972301978666992,-1.8077864153470022,-1.3747530523228202,0.95,mean,hdi,establish, inform
establish - know,-1.740407315816943,-1.9629485266822781,-1.5316076075136986,0.95,mean,hdi,establish, know
establish - pretend,-1.281943938801203,-1.4967491107333841,-1.0822808718064378,0.95,mean,hdi,establish, pretend
establish - prove,-0.2824036293726294,-0.4777063717496978,-0.0887448456810528,0.95,mean,hdi,establish, prove
establish - reveal,-0.847422919863375,-1.0492466486007213,-0.6421287067307875,0.95,mean,hdi,establish, reveal
establish - say,0.06774544752251872,-0.14285383229784054,0.2611928284021437,0.95,mean,hdi,establish, say
establish - see,-1.2778660076512376,-1.4707691048448361,-1.0658130106501322,0.95,mean,hdi,establish, see
establish - suggest,-0.2842729084410518,-0.48700010371043734,-0.08546572112037358,0.95,mean,hdi,establish, suggest
establish - think,-0.9152371866896439,-1.1201953705790437,-0.7091821039180163,0.95,mean,hdi,establish, think
hear - inform,-0.1301417018822339,-0.34798665884926683,0.09126222957455804,0.95,mean,hdi,hear, inform
hear - know,-0.27331881983247774,-0.5021298348755026,-0.06460164118212247,0.95,mean,hdi,hear, know
hear - pretend,0.18514455718326217,-0.035874843311340714,0.39571792264231637,0.95,mean,hdi,hear, pretend
hear - prove,1.184684866611836,0.9837912940288472,1.4088131530908392,0.95,mean,hdi,hear, prove
hear - reveal,0.6196655761210903,0.4031463758706909,0.8321812188904033,0.95,mean,hdi,hear, reveal
hear - say,1.534833943506984,1.312067470111725,1.7419976146973357,0.95,mean,hdi,hear, say
hear - see,0.1892224883332278,-0.021153652616912218,0.41709013658302835,0.95,mean,hdi,hear, see
hear - suggest,1.1828155875434136,0.970070569381903,1.3954748641166699,0.95,mean,hdi,hear, suggest
hear - think,0.5518513092948214,0.34348117637447245,0.7663603114433998,0.95,mean,hdi,hear, think
inform - know,-0.14317711795024385,-0.35241090833620703,0.08440174073285582,0.95,mean,hdi,inform, know
inform - pretend,0.3152862590654961,0.09093967618484135,0.5255711743106279,0.95,mean,hdi,inform, pretend
inform - prove,1.3148265684940699,1.1037991041475428,1.520445792760726,0.95,mean,hdi,inform, prove
inform - reveal,0.7498072780033243,0.5286570927107244,0.9581491936072826,0.95,mean,hdi,inform, reveal
inform - say,1.664975645389218,1.438624286469673,1.8744239533552414,0.95,mean,hdi,inform, say
inform - see,0.3193641902154617,0.10143603189454371,0.542152986238746,0.95,mean,hdi,inform, see
inform - suggest,1.3129572894256474,1.1017635912403312,1.5237323183477747,0.95,mean,hdi,inform, suggest
inform - think,0.6819930111770554,0.46115045595420645,0.8947301481703022,0.95,mean,hdi,inform, think
know - pretend,0.45846337701573997,0.23654843817671328,0.6706551735592784,0.95,mean,hdi,know, pretend
know - prove,1.4580036864443138,1.2461676411329035,1.6749951495668043,0.95,mean,hdi,know, prove
know - reveal,0.892984395953568,0.6820602189236813,1.1194930831861702,0.95,mean,hdi,know, reveal
know - say,1.8081527633394618,1.5975415507843869,2.030602412219773,0.95,mean,hdi,know, say
know - see,0.46254130816570554,0.24104300937016024,0.6735969813350215,0.95,mean,hdi,know, see
know - suggest,1.4561344073758913,1.2416874862044975,1.6735456345828315,0.95,mean,hdi,know, suggest
know - think,0.8251701291272993,0.6120712549837354,1.0491559107422195,0.95,mean,hdi,know, think
pretend - prove,0.9995403094285737,0.7954347239704594,1.2058257219637611,0.95,mean,hdi,pretend, prove
pretend - reveal,0.43452101893782813,0.22310003207507656,0.6445790697072391,0.95,mean,hdi,pretend, reveal
pretend - say,1.3496893863237218,1.1445400823400154,1.5673836257825007,0.95,mean,hdi,pretend, say
pretend - see,0.004077931149965598,-0.20957685839984896,0.215769315701444,0.95,mean,hdi,pretend, see
pretend - suggest,0.9976710303601514,0.7916348170879426,1.2033853942440316,0.95,mean,hdi,pretend, suggest
pretend - think,0.36670675211155923,0.14916497537003948,0.5720180419341708,0.95,mean,hdi,pretend, think
prove - reveal,-0.5650192904907456,-0.7601160530400444,-0.35294579230296724,0.95,mean,hdi,prove, reveal
prove - say,0.3501490768951482,0.14133096112626214,0.5456941087403747,0.95,mean,hdi,prove, say
prove - see,-0.9954623782786082,-1.202755140273175,-0.790725169574322,0.95,mean,hdi,prove, see
prove - suggest,-0.0018692790684223467,-0.2091655642903638,0.190470201784304,0.95,mean,hdi,prove, suggest
prove - think,-0.6328335573170145,-0.8281520282664597,-0.42883142639576916,0.95,mean,hdi,prove, think
reveal - say,0.9151683673858938,0.7112006812193183,1.1252690524420113,0.95,mean,hdi,reveal, say
reveal - see,-0.43044308778786255,-0.6374172009888783,-0.21306011531365354,0.95,mean,hdi,reveal, see
reveal - suggest,0.5631500114223232,0.35931082776600537,0.7695405706881538,0.95,mean,hdi,reveal, suggest
reveal - think,-0.06781426682626884,-0.28972475699124894,0.13369407459425856,0.95,mean,hdi,reveal, think
say - see,-1.3456114551737564,-1.5587960092471935,-1.1359596175386497,0.95,mean,hdi,say, see
say - suggest,-0.3520183559635705,-0.5532612561360357,-0.15111449977427957,0.95,mean,hdi,say, suggest
say - think,-0.9829826342121626,-1.183168533201156,-0.7745521906151857,0.95,mean,hdi,say, think
see - suggest,0.9935930992101858,0.7794959463353328,1.2048609704150672,0.95,mean,hdi,see, suggest
see - think,0.36262882096159366,0.15564345260241141,0.5765900654145281,0.95,mean,hdi,see, think
suggest - think,-0.6309642782485921,-0.8353258754941029,-0.4331228344479333,0.95,mean,hdi,suggest, think
