response,trial_index,trial_type,participantID,age,gender,language,amE,comments,expression,cc
0,9,html-slider-response,68,36,female,English,AmE,""":""This was an interesting study.""}",know,cheated on his wife
0,11,html-slider-response,68,36,female,English,AmE,""":""This was an interesting study.""}",discover,bought a new car
0,3,html-slider-response,49,55,female,English,AmE,""":""""}",discover,bought a new car
0,4,html-slider-response,49,55,female,English,AmE,""":""""}",fnrrc,cheated on his wife
0.32,7,html-slider-response,49,55,female,English,AmE,""":""""}",confirm,stole the money
1,8,html-slider-response,49,55,female,English,AmE,""":""""}",be right,lost his key
0,9,html-slider-response,49,55,female,English,AmE,""":""""}",mnrrc,ate the last cupcake
0,10,html-slider-response,49,55,female,English,AmE,""":""""}",confess,broke the plate
0,11,html-slider-response,49,55,female,English,AmE,""":""""}",know,saw the murder
1,3,html-slider-response,47,32,female,English,AmE,""":""""}",discover,lost his key
0,4,html-slider-response,47,32,female,English,AmE,""":""""}",fnrrc,saw the murder
0,6,html-slider-response,47,32,female,English,AmE,""":""""}",confess,bought a new car
1,7,html-slider-response,47,32,female,English,AmE,""":""""}",be right,stole the money
0,8,html-slider-response,47,32,female,English,AmE,""":""""}",mnrrc,ate the last cupcake
0,10,html-slider-response,47,32,female,English,AmE,""":""""}",confirm,cheated on his wife
0,11,html-slider-response,47,32,female,English,AmE,""":""""}",know,broke the plate
0.87,3,html-slider-response,62,36,female,English,AmE,""":""""}",discover,stole the money
0.75,4,html-slider-response,62,36,female,English,AmE,""":""""}",know,ate the last cupcake
0.82,5,html-slider-response,62,36,female,English,AmE,""":""""}",be right,bought a new car
0.93,8,html-slider-response,62,36,female,English,AmE,""":""""}",confirm,broke the plate
0.88,9,html-slider-response,62,36,female,English,AmE,""":""""}",confess,saw the murder
0.04,10,html-slider-response,62,36,female,English,AmE,""":""""}",mnrrc,lost his key
0.08,11,html-slider-response,62,36,female,English,AmE,""":""""}",fnrrc,cheated on his wife
1,4,html-slider-response,23,42,male,English,AmE,""":""""}",discover,broke the plate
0.57,5,html-slider-response,23,42,male,English,AmE,""":""""}",be right,ate the last cupcake
0,6,html-slider-response,23,42,male,English,AmE,""":""""}",know,cheated on his wife
0,7,html-slider-response,23,42,male,English,AmE,""":""""}",confirm,bought a new car
0,9,html-slider-response,23,42,male,English,AmE,""":""""}",mnrrc,lost his key
0,10,html-slider-response,23,42,male,English,AmE,""":""""}",confess,saw the murder
0,11,html-slider-response,23,42,male,English,AmE,""":""""}",fnrrc,stole the money
1,5,html-slider-response,33,45,female,English,AmE,""":""""}",be right,ate the last cupcake
0,6,html-slider-response,33,45,female,English,AmE,""":""""}",discover,bought a new car
0,7,html-slider-response,33,45,female,English,AmE,""":""""}",fnrrc,cheated on his wife
1,8,html-slider-response,33,45,female,English,AmE,""":""""}",know,lost his key
1,9,html-slider-response,33,45,female,English,AmE,""":""""}",confirm,stole the money
0,10,html-slider-response,33,45,female,English,AmE,""":""""}",confess,broke the plate
0.03,11,html-slider-response,33,45,female,English,AmE,""":""""}",mnrrc,saw the murder
1,3,html-slider-response,9,24,female,English,AmE,""":""""}",be right,cheated on his wife
0,4,html-slider-response,9,24,female,English,AmE,""":""""}",fnrrc,saw the murder
0,6,html-slider-response,9,24,female,English,AmE,""":""""}",know,ate the last cupcake
0,7,html-slider-response,9,24,female,English,AmE,""":""""}",discover,stole the money
0,8,html-slider-response,9,24,female,English,AmE,""":""""}",mnrrc,lost his key
1,9,html-slider-response,9,24,female,English,AmE,""":""""}",confirm,broke the plate
1,11,html-slider-response,9,24,female,English,AmE,""":""""}",confess,bought a new car
0,3,html-slider-response,60,39,male,English,AmE,""":""""}",know,stole the money
0,4,html-slider-response,60,39,male,English,AmE,""":""""}",fnrrc,lost his key
0,5,html-slider-response,60,39,male,English,AmE,""":""""}",confess,ate the last cupcake
1,6,html-slider-response,60,39,male,English,AmE,""":""""}",be right,cheated on his wife
0,7,html-slider-response,60,39,male,English,AmE,""":""""}",mnrrc,saw the murder
0.78,8,html-slider-response,60,39,male,English,AmE,""":""""}",confirm,broke the plate
0,10,html-slider-response,60,39,male,English,AmE,""":""""}",discover,bought a new car
1,3,html-slider-response,39,29,male,English,AmE,""":""the study was interesting""}",confirm,bought a new car
0,4,html-slider-response,39,29,male,English,AmE,""":""the study was interesting""}",know,broke the plate
1,6,html-slider-response,39,29,male,English,AmE,""":""the study was interesting""}",be right,ate the last cupcake
0,7,html-slider-response,39,29,male,English,AmE,""":""the study was interesting""}",confess,lost his key
1,8,html-slider-response,39,29,male,English,AmE,""":""the study was interesting""}",fnrrc,cheated on his wife
1,9,html-slider-response,39,29,male,English,AmE,""":""the study was interesting""}",discover,saw the murder
0,10,html-slider-response,39,29,male,English,AmE,""":""the study was interesting""}",mnrrc,stole the money
0,3,html-slider-response,35,34,female,English,AmE,""":""""}",know,stole the money
1,4,html-slider-response,35,34,female,English,AmE,""":""""}",be right,cheated on his wife
0.64,6,html-slider-response,35,34,female,English,AmE,""":""""}",confess,lost his key
0,7,html-slider-response,35,34,female,English,AmE,""":""""}",fnrrc,saw the murder
0,9,html-slider-response,35,34,female,English,AmE,""":""""}",mnrrc,bought a new car
0.72,10,html-slider-response,35,34,female,English,AmE,""":""""}",confirm,broke the plate
0,11,html-slider-response,35,34,female,English,AmE,""":""""}",discover,ate the last cupcake
0,4,html-slider-response,2,40,male,English,AmE,""":""""}",mnrrc,lost his key
0,6,html-slider-response,2,40,male,English,AmE,""":""""}",fnrrc,saw the murder
0.16,7,html-slider-response,2,40,male,English,AmE,""":""""}",discover,ate the last cupcake
0.72,8,html-slider-response,2,40,male,English,AmE,""":""""}",confirm,cheated on his wife
0,9,html-slider-response,2,40,male,English,AmE,""":""""}",know,broke the plate
0,10,html-slider-response,2,40,male,English,AmE,""":""""}",confess,bought a new car
0.9,11,html-slider-response,2,40,male,English,AmE,""":""""}",be right,stole the money
0.91,3,html-slider-response,64,28,female,English,AmE,""":""""}",confirm,broke the plate
0,4,html-slider-response,64,28,female,English,AmE,""":""""}",mnrrc,bought a new car
0,6,html-slider-response,64,28,female,English,AmE,""":""""}",fnrrc,ate the last cupcake
0.84,7,html-slider-response,64,28,female,English,AmE,""":""""}",confess,cheated on his wife
1,8,html-slider-response,64,28,female,English,AmE,""":""""}",discover,saw the murder
0.9,9,html-slider-response,64,28,female,English,AmE,""":""""}",be right,stole the money
0,10,html-slider-response,64,28,female,English,AmE,""":""""}",know,lost his key
0.26,3,html-slider-response,59,24,male,English,AmE,""":""none""}",confess,cheated on his wife
0,5,html-slider-response,59,24,male,English,AmE,""":""none""}",know,lost his key
0.94,7,html-slider-response,59,24,male,English,AmE,""":""none""}",be right,ate the last cupcake
0,8,html-slider-response,59,24,male,English,AmE,""":""none""}",discover,bought a new car
0,9,html-slider-response,59,24,male,English,AmE,""":""none""}",mnrrc,broke the plate
0.36,10,html-slider-response,59,24,male,English,AmE,""":""none""}",confirm,stole the money
0,11,html-slider-response,59,24,male,English,AmE,""":""none""}",fnrrc,saw the murder
1,3,html-slider-response,12,29,male,English,AmE,""":""none""}",discover,ate the last cupcake
0.37,4,html-slider-response,12,29,male,English,AmE,""":""none""}",confirm,stole the money
0.13,5,html-slider-response,12,29,male,English,AmE,""":""none""}",mnrrc,saw the murder
0.75,7,html-slider-response,12,29,male,English,AmE,""":""none""}",be right,lost his key
0.65,8,html-slider-response,12,29,male,English,AmE,""":""none""}",fnrrc,cheated on his wife
0.04,9,html-slider-response,12,29,male,English,AmE,""":""none""}",know,bought a new car
0.1,11,html-slider-response,12,29,male,English,AmE,""":""none""}",confess,broke the plate
1,4,html-slider-response,67,22,female,English,AmE,""":""""}",be right,lost his key
0.13,6,html-slider-response,67,22,female,English,AmE,""":""""}",mnrrc,broke the plate
0.06,7,html-slider-response,67,22,female,English,AmE,""":""""}",know,ate the last cupcake
0.02,8,html-slider-response,67,22,female,English,AmE,""":""""}",fnrrc,cheated on his wife
0.08,9,html-slider-response,67,22,female,English,AmE,""":""""}",confess,bought a new car
0.95,10,html-slider-response,67,22,female,English,AmE,""":""""}",confirm,saw the murder
0.14,11,html-slider-response,67,22,female,English,AmE,""":""""}",discover,stole the money
0,3,html-slider-response,27,65,female,English,AmE,""":""""}",mnrrc,saw the murder
0.06,4,html-slider-response,27,65,female,English,AmE,""":""""}",know,broke the plate
0.86,5,html-slider-response,27,65,female,English,AmE,""":""""}",confirm,cheated on his wife
0.08,7,html-slider-response,27,65,female,English,AmE,""":""""}",discover,bought a new car
0.86,8,html-slider-response,27,65,female,English,AmE,""":""""}",be right,stole the money
0.05,9,html-slider-response,27,65,female,English,AmE,""":""""}",fnrrc,ate the last cupcake
0.11,11,html-slider-response,27,65,female,English,AmE,""":""""}",confess,lost his key
0.02,3,html-slider-response,7,31,female,English,AmE,""":""""}",know,cheated on his wife
1,4,html-slider-response,7,31,female,English,AmE,""":""""}",be right,ate the last cupcake
0.09,6,html-slider-response,7,31,female,English,AmE,""":""""}",confess,bought a new car
0.7,7,html-slider-response,7,31,female,English,AmE,""":""""}",confirm,broke the plate
0,8,html-slider-response,7,31,female,English,AmE,""":""""}",mnrrc,saw the murder
0,9,html-slider-response,7,31,female,English,AmE,""":""""}",fnrrc,stole the money
0.03,11,html-slider-response,7,31,female,English,AmE,""":""""}",discover,lost his key
1,3,html-slider-response,40,40,female,English,AmE,""":""""}",be right,stole the money
0,5,html-slider-response,40,40,female,English,AmE,""":""""}",confess,saw the murder
1,6,html-slider-response,40,40,female,English,AmE,""":""""}",know,cheated on his wife
1,7,html-slider-response,40,40,female,English,AmE,""":""""}",confirm,lost his key
0,8,html-slider-response,40,40,female,English,AmE,""":""""}",mnrrc,bought a new car
1,10,html-slider-response,40,40,female,English,AmE,""":""""}",discover,ate the last cupcake
0,11,html-slider-response,40,40,female,English,AmE,""":""""}",fnrrc,broke the plate
0.9,4,html-slider-response,11,38,male,English,AmE,""":""""}",know,bought a new car
0,5,html-slider-response,11,38,male,English,AmE,""":""""}",discover,stole the money
0.76,6,html-slider-response,11,38,male,English,AmE,""":""""}",confirm,cheated on his wife
0.73,7,html-slider-response,11,38,male,English,AmE,""":""""}",be right,lost his key
0.37,8,html-slider-response,11,38,male,English,AmE,""":""""}",mnrrc,ate the last cupcake
0.76,9,html-slider-response,11,38,male,English,AmE,""":""""}",confess,broke the plate
0.28,11,html-slider-response,11,38,male,English,AmE,""":""""}",fnrrc,saw the murder
0,3,html-slider-response,56,44,male,English,AmE,""":""Interesting study and leading to over thinking, the sentences could mean different things!""}",mnrrc,broke the plate
0.99,4,html-slider-response,56,44,male,English,AmE,""":""Interesting study and leading to over thinking, the sentences could mean different things!""}",confirm,saw the murder
0,6,html-slider-response,56,44,male,English,AmE,""":""Interesting study and leading to over thinking, the sentences could mean different things!""}",fnrrc,lost his key
1,7,html-slider-response,56,44,male,English,AmE,""":""Interesting study and leading to over thinking, the sentences could mean different things!""}",be right,bought a new car
0,8,html-slider-response,56,44,male,English,AmE,""":""Interesting study and leading to over thinking, the sentences could mean different things!""}",confess,ate the last cupcake
0,10,html-slider-response,56,44,male,English,AmE,""":""Interesting study and leading to over thinking, the sentences could mean different things!""}",discover,stole the money
0,11,html-slider-response,56,44,male,English,AmE,""":""Interesting study and leading to over thinking, the sentences could mean different things!""}",know,cheated on his wife
0,3,html-slider-response,38,31,female,English,AmE,""":""""}",fnrrc,saw the murder
0,4,html-slider-response,38,31,female,English,AmE,""":""""}",confess,lost his key
1,6,html-slider-response,38,31,female,English,AmE,""":""""}",be right,bought a new car
0,8,html-slider-response,38,31,female,English,AmE,""":""""}",discover,ate the last cupcake
0,9,html-slider-response,38,31,female,English,AmE,""":""""}",confirm,stole the money
0,10,html-slider-response,38,31,female,English,AmE,""":""""}",mnrrc,cheated on his wife
0,11,html-slider-response,38,31,female,English,AmE,""":""""}",know,broke the plate
0.13,3,html-slider-response,17,40,male,English,AmE,""":""""}",fnrrc,broke the plate
0.51,4,html-slider-response,17,40,male,English,AmE,""":""""}",confess,stole the money
0.19,6,html-slider-response,17,40,male,English,AmE,""":""""}",know,lost his key
0.13,8,html-slider-response,17,40,male,English,AmE,""":""""}",discover,bought a new car
0.57,9,html-slider-response,17,40,male,English,AmE,""":""""}",be right,saw the murder
0.61,10,html-slider-response,17,40,male,English,AmE,""":""""}",confirm,ate the last cupcake
0.12,11,html-slider-response,17,40,male,English,AmE,""":""""}",mnrrc,cheated on his wife
0,3,html-slider-response,5,23,female,English,AmE,""":""""}",mnrrc,broke the plate
0,5,html-slider-response,5,23,female,English,AmE,""":""""}",fnrrc,cheated on his wife
0,6,html-slider-response,5,23,female,English,AmE,""":""""}",discover,bought a new car
1,7,html-slider-response,5,23,female,English,AmE,""":""""}",be right,saw the murder
0.5,9,html-slider-response,5,23,female,English,AmE,""":""""}",confirm,ate the last cupcake
0.53,10,html-slider-response,5,23,female,English,AmE,""":""""}",confess,stole the money
0,11,html-slider-response,5,23,female,English,AmE,""":""""}",know,lost his key
0.16,4,html-slider-response,15,48,male,English,AmE,""":""Study flowed well and with concise instructions. ""}",confess,lost his key
0,5,html-slider-response,15,48,male,English,AmE,""":""Study flowed well and with concise instructions. ""}",mnrrc,ate the last cupcake
1,6,html-slider-response,15,48,male,English,AmE,""":""Study flowed well and with concise instructions. ""}",confirm,saw the murder
0.73,7,html-slider-response,15,48,male,English,AmE,""":""Study flowed well and with concise instructions. ""}",be right,stole the money
0.21,8,html-slider-response,15,48,male,English,AmE,""":""Study flowed well and with concise instructions. ""}",discover,cheated on his wife
0,10,html-slider-response,15,48,male,English,AmE,""":""Study flowed well and with concise instructions. ""}",fnrrc,bought a new car
1,11,html-slider-response,15,48,male,English,AmE,""":""Study flowed well and with concise instructions. ""}",know,broke the plate
0.69,3,html-slider-response,29,24,non-binary,English,AmE,""":""""}",confirm,cheated on his wife
0.61,4,html-slider-response,29,24,non-binary,English,AmE,""":""""}",confess,bought a new car
0.61,5,html-slider-response,29,24,non-binary,English,AmE,""":""""}",fnrrc,ate the last cupcake
0.77,6,html-slider-response,29,24,non-binary,English,AmE,""":""""}",be right,saw the murder
0,9,html-slider-response,29,24,non-binary,English,AmE,""":""""}",mnrrc,stole the money
0,10,html-slider-response,29,24,non-binary,English,AmE,""":""""}",know,broke the plate
0,11,html-slider-response,29,24,non-binary,English,AmE,""":""""}",discover,lost his key
1,3,html-slider-response,45,63,female,English,AmE,""":""N/A\n""}",discover,stole the money
0.81,4,html-slider-response,45,63,female,English,AmE,""":""N/A\n""}",fnrrc,saw the murder
0.89,6,html-slider-response,45,63,female,English,AmE,""":""N/A\n""}",know,broke the plate
0.61,7,html-slider-response,45,63,female,English,AmE,""":""N/A\n""}",be right,bought a new car
0.15,8,html-slider-response,45,63,female,English,AmE,""":""N/A\n""}",mnrrc,ate the last cupcake
0.89,9,html-slider-response,45,63,female,English,AmE,""":""N/A\n""}",confirm,cheated on his wife
0.24,11,html-slider-response,45,63,female,English,AmE,""":""N/A\n""}",confess,lost his key
0,4,html-slider-response,46,28,male,English,AmE,""":""""}",mnrrc,broke the plate
0,5,html-slider-response,46,28,male,English,AmE,""":""""}",be right,stole the money
0,6,html-slider-response,46,28,male,English,AmE,""":""""}",fnrrc,bought a new car
0.25,7,html-slider-response,46,28,male,English,AmE,""":""""}",confirm,cheated on his wife
0,9,html-slider-response,46,28,male,English,AmE,""":""""}",know,saw the murder
0,10,html-slider-response,46,28,male,English,AmE,""":""""}",discover,ate the last cupcake
0.15,11,html-slider-response,46,28,male,English,AmE,""":""""}",confess,lost his key
0,4,html-slider-response,48,54,male,English,AmE,""":""""}",know,saw the murder
1,5,html-slider-response,48,54,male,English,AmE,""":""""}",be right,stole the money
0.19,6,html-slider-response,48,54,male,English,AmE,""":""""}",confirm,bought a new car
0,7,html-slider-response,48,54,male,English,AmE,""":""""}",mnrrc,lost his key
0.17,8,html-slider-response,48,54,male,English,AmE,""":""""}",confess,ate the last cupcake
0,10,html-slider-response,48,54,male,English,AmE,""":""""}",discover,cheated on his wife
0,11,html-slider-response,48,54,male,English,AmE,""":""""}",fnrrc,broke the plate
0,4,html-slider-response,58,41,male,English,AmE,""":""none""}",mnrrc,broke the plate
1,5,html-slider-response,58,41,male,English,AmE,""":""none""}",discover,bought a new car
1,6,html-slider-response,58,41,male,English,AmE,""":""none""}",fnrrc,cheated on his wife
0,7,html-slider-response,58,41,male,English,AmE,""":""none""}",confess,lost his key
1,8,html-slider-response,58,41,male,English,AmE,""":""none""}",know,stole the money
0,10,html-slider-response,58,41,male,English,AmE,""":""none""}",confirm,ate the last cupcake
1,11,html-slider-response,58,41,male,English,AmE,""":""none""}",be right,saw the murder
0,3,html-slider-response,44,40,female,English,AmE,""":""""}",know,broke the plate
0.03,4,html-slider-response,44,40,female,English,AmE,""":""""}",fnrrc,saw the murder
0.1,6,html-slider-response,44,40,female,English,AmE,""":""""}",mnrrc,bought a new car
0,7,html-slider-response,44,40,female,English,AmE,""":""""}",discover,stole the money
0.11,8,html-slider-response,44,40,female,English,AmE,""":""""}",confess,ate the last cupcake
0.89,9,html-slider-response,44,40,female,English,AmE,""":""""}",be right,lost his key
0.38,10,html-slider-response,44,40,female,English,AmE,""":""""}",confirm,cheated on his wife
0,3,html-slider-response,76,48,female,English,AmE,""":""""}",confess,saw the murder
1,5,html-slider-response,76,48,female,English,AmE,""":""""}",be right,cheated on his wife
0,6,html-slider-response,76,48,female,English,AmE,""":""""}",mnrrc,lost his key
0,7,html-slider-response,76,48,female,English,AmE,""":""""}",fnrrc,ate the last cupcake
0,8,html-slider-response,76,48,female,English,AmE,""":""""}",confirm,stole the money
0,9,html-slider-response,76,48,female,English,AmE,""":""""}",discover,bought a new car
0,10,html-slider-response,76,48,female,English,AmE,""":""""}",know,broke the plate
0,4,html-slider-response,53,65,female,English,AmE,""":""""}",fnrrc,saw the murder
1,5,html-slider-response,53,65,female,English,AmE,""":""""}",confirm,stole the money
0.23,6,html-slider-response,53,65,female,English,AmE,""":""""}",confess,ate the last cupcake
0,7,html-slider-response,53,65,female,English,AmE,""":""""}",know,bought a new car
0,8,html-slider-response,53,65,female,English,AmE,""":""""}",mnrrc,broke the plate
1,10,html-slider-response,53,65,female,English,AmE,""":""""}",be right,cheated on his wife
0,11,html-slider-response,53,65,female,English,AmE,""":""""}",discover,lost his key
0.23,3,html-slider-response,30,32,female,English,AmE,""":""""}",know,lost his key
0.14,4,html-slider-response,30,32,female,English,AmE,""":""""}",mnrrc,stole the money
0.35,6,html-slider-response,30,32,female,English,AmE,""":""""}",discover,ate the last cupcake
0.78,7,html-slider-response,30,32,female,English,AmE,""":""""}",be right,broke the plate
0.35,8,html-slider-response,30,32,female,English,AmE,""":""""}",fnrrc,saw the murder
0.44,9,html-slider-response,30,32,female,English,AmE,""":""""}",confess,bought a new car
0.63,10,html-slider-response,30,32,female,English,AmE,""":""""}",confirm,cheated on his wife
0.04,3,html-slider-response,70,34,female,English,AmE,""":""""}",fnrrc,stole the money
0.14,4,html-slider-response,70,34,female,English,AmE,""":""""}",confess,cheated on his wife
0.15,6,html-slider-response,70,34,female,English,AmE,""":""""}",know,ate the last cupcake
0.11,7,html-slider-response,70,34,female,English,AmE,""":""""}",mnrrc,bought a new car
0.49,9,html-slider-response,70,34,female,English,AmE,""":""""}",confirm,broke the plate
0.14,10,html-slider-response,70,34,female,English,AmE,""":""""}",discover,lost his key
0.66,11,html-slider-response,70,34,female,English,AmE,""":""""}",be right,saw the murder
0,3,html-slider-response,52,38,male,English,AmE,""":""None""}",fnrrc,saw the murder
0,4,html-slider-response,52,38,male,English,AmE,""":""None""}",discover,stole the money
1,5,html-slider-response,52,38,male,English,AmE,""":""None""}",be right,broke the plate
0,6,html-slider-response,52,38,male,English,AmE,""":""None""}",mnrrc,cheated on his wife
1,8,html-slider-response,52,38,male,English,AmE,""":""None""}",confirm,lost his key
1,9,html-slider-response,52,38,male,English,AmE,""":""None""}",confess,ate the last cupcake
0,11,html-slider-response,52,38,male,English,AmE,""":""None""}",know,bought a new car
0,3,html-slider-response,14,52,female,English,AmE,""":""""}",fnrrc,cheated on his wife
0.33,4,html-slider-response,14,52,female,English,AmE,""":""""}",discover,broke the plate
0.14,5,html-slider-response,14,52,female,English,AmE,""":""""}",confess,lost his key
0.94,6,html-slider-response,14,52,female,English,AmE,""":""""}",be right,bought a new car
0.05,7,html-slider-response,14,52,female,English,AmE,""":""""}",know,ate the last cupcake
0,10,html-slider-response,14,52,female,English,AmE,""":""""}",mnrrc,stole the money
1,11,html-slider-response,14,52,female,English,AmE,""":""""}",confirm,saw the murder
0.81,3,html-slider-response,31,61,female,English,AmE,""":""Thank you for the opportunity to participate in your study""}",confirm,stole the money
0.14,5,html-slider-response,31,61,female,English,AmE,""":""Thank you for the opportunity to participate in your study""}",know,bought a new car
0.2,7,html-slider-response,31,61,female,English,AmE,""":""Thank you for the opportunity to participate in your study""}",fnrrc,cheated on his wife
0.16,8,html-slider-response,31,61,female,English,AmE,""":""Thank you for the opportunity to participate in your study""}",mnrrc,lost his key
0.15,9,html-slider-response,31,61,female,English,AmE,""":""Thank you for the opportunity to participate in your study""}",confess,broke the plate
0.49,10,html-slider-response,31,61,female,English,AmE,""":""Thank you for the opportunity to participate in your study""}",be right,saw the murder
0.77,11,html-slider-response,31,61,female,English,AmE,""":""Thank you for the opportunity to participate in your study""}",discover,ate the last cupcake
0.96,4,html-slider-response,26,23,female,English,AmE,""":""""}",confess,stole the money
1,5,html-slider-response,26,23,female,English,AmE,""":""""}",discover,ate the last cupcake
0.04,6,html-slider-response,26,23,female,English,AmE,""":""""}",fnrrc,cheated on his wife
0.02,8,html-slider-response,26,23,female,English,AmE,""":""""}",know,bought a new car
0.95,9,html-slider-response,26,23,female,English,AmE,""":""""}",confirm,saw the murder
0.93,10,html-slider-response,26,23,female,English,AmE,""":""""}",be right,broke the plate
0.03,11,html-slider-response,26,23,female,English,AmE,""":""""}",mnrrc,lost his key
0.11,3,html-slider-response,54,47,female,English,AmE,""":""""}",fnrrc,stole the money
0,4,html-slider-response,54,47,female,English,AmE,""":""""}",know,ate the last cupcake
0.07,5,html-slider-response,54,47,female,English,AmE,""":""""}",confess,broke the plate
0.01,7,html-slider-response,54,47,female,English,AmE,""":""""}",mnrrc,bought a new car
0.01,9,html-slider-response,54,47,female,English,AmE,""":""""}",confirm,lost his key
0,10,html-slider-response,54,47,female,English,AmE,""":""""}",discover,saw the murder
1,11,html-slider-response,54,47,female,English,AmE,""":""""}",be right,cheated on his wife
0.61,5,html-slider-response,75,24,female,English,AmE,""":""""}",confess,saw the murder
0.29,6,html-slider-response,75,24,female,English,AmE,""":""""}",mnrrc,stole the money
1,8,html-slider-response,75,24,female,English,AmE,""":""""}",be right,ate the last cupcake
0.14,9,html-slider-response,75,24,female,English,AmE,""":""""}",know,broke the plate
1,10,html-slider-response,75,24,female,English,AmE,""":""""}",confirm,bought a new car
0.3,12,html-slider-response,75,24,female,English,AmE,""":""""}",discover,cheated on his wife
0.22,13,html-slider-response,75,24,female,English,AmE,""":""""}",fnrrc,lost his key
1,3,html-slider-response,34,29,female,English,AmE,""":""""}",confirm,broke the plate
0.77,4,html-slider-response,34,29,female,English,AmE,""":""""}",confess,saw the murder
0,6,html-slider-response,34,29,female,English,AmE,""":""""}",mnrrc,ate the last cupcake
0,7,html-slider-response,34,29,female,English,AmE,""":""""}",know,cheated on his wife
0,8,html-slider-response,34,29,female,English,AmE,""":""""}",fnrrc,bought a new car
1,10,html-slider-response,34,29,female,English,AmE,""":""""}",be right,lost his key
0,11,html-slider-response,34,29,female,English,AmE,""":""""}",discover,stole the money
0,3,html-slider-response,72,26,male,English,AmE,""":""""}",discover,cheated on his wife
0,4,html-slider-response,72,26,male,English,AmE,""":""""}",be right,stole the money
0,5,html-slider-response,72,26,male,English,AmE,""":""""}",know,saw the murder
0,6,html-slider-response,72,26,male,English,AmE,""":""""}",fnrrc,broke the plate
0,8,html-slider-response,72,26,male,English,AmE,""":""""}",confirm,ate the last cupcake
0,9,html-slider-response,72,26,male,English,AmE,""":""""}",mnrrc,bought a new car
0,10,html-slider-response,72,26,male,English,AmE,""":""""}",confess,lost his key
1,4,html-slider-response,4,53,female,English,AmE,""":""""}",confirm,bought a new car
1,5,html-slider-response,4,53,female,English,AmE,""":""""}",discover,saw the murder
